,name,full_name,birth_date,age,height_cm,weight_kgs,body_mass_index,positions,primary_position,nationality,overall_rating,potential,value_euro,wage_euro,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),body_type,release_clause_euro,setpiece_stats,attacking_stats,skill_stats,movement_stats,power_stats,mentality_stats,defending_stats
11038,A. Jug,Ažbe Jug,03/03/92,27,193.04,88.9,23.86,GK,GK,Slovenia,66,70,575000.0,2000.0,Right,1,3,1,Normal,877000.0,20.5,19.8,20.0,50.0,41.8,25.0,12.67
11039,N. Thompson,Nathan Thompson,11/09/90,28,172.72,71.2,23.87,"RB,CDM,CB",RB,England,66,66,525000.0,4000.0,Right,1,2,2,Stocky,919000.0,44.25,48.6,48.2,72.0,65.8,53.33,68.0
11040,A. Nakamura,中村 充孝,09/13/90,28,175.26,67.1,21.85,"RM,LM",RM,Japan,66,66,675000.0,4000.0,Right,1,3,3,Lean,844000.0,60.5,56.0,59.8,69.8,54.0,51.83,34.67
11041,T. Umesaki,梅崎 司,02/23/87,32,170.18,68.0,23.48,"LW,RW,CF",LW,Japan,66,66,575000.0,2000.0,Right,1,4,3,Normal,719000.0,64.0,59.2,65.6,69.2,63.4,57.67,41.0
11042,N. Antonitsch,Nico Antonitsch,09/30/91,27,185.42,81.2,23.62,"CB,RB",CB,Austria,66,69,675000.0,1000.0,Right,1,2,2,Normal,1000000.0,32.5,37.6,32.8,59.4,64.0,47.17,66.67
11043,W. Keane,Will Keane,01/11/93,26,187.96,72.1,20.41,ST,ST,England,66,69,825000.0,9000.0,Right,1,3,3,Lean,0.0,52.0,60.2,56.4,63.0,65.8,57.83,28.33
11044,T. van de Pavert,Ted van de Pavert,01/06/92,27,193.04,84.8,22.76,CB,CB,Netherlands,66,68,650000.0,3000.0,Left,1,3,2,Normal,991000.0,44.5,50.0,43.8,52.0,62.6,53.0,63.67
11045,K. Tokura,都仓 贤,06/16/86,32,187.96,79.8,22.59,"ST,RW,CF",ST,Japan,66,66,525000.0,3000.0,Left,1,3,2,Normal,656000.0,47.25,57.6,51.6,67.6,67.0,54.0,20.33
11046,A. Buksa,Adam Buksa,07/12/96,22,190.5,78.9,21.74,ST,ST,Poland,66,72,900000.0,2000.0,Right,1,4,3,Lean,1400000.0,52.5,60.6,54.2,60.2,67.8,54.17,25.0
11047,O. Benítez,Óliver Benítez,06/07/91,27,185.42,78.9,22.95,CB,CB,Argentina,66,68,625000.0,3000.0,Left,1,2,2,Normal,953000.0,38.5,37.8,43.4,50.4,61.0,45.5,66.33
11048,J. Espinoza,Juan Carlos Espinoza Reyes,07/05/91,27,170.18,77.1,26.62,"RB,LB",RB,Chile,66,66,550000.0,3000.0,Right,1,4,3,Stocky,770000.0,57.0,56.6,56.2,73.0,63.2,54.33,65.33
11049,M. Štěch,Marek Štěch,01/28/90,29,190.5,88.9,24.5,GK,GK,Czech Republic,66,67,525000.0,3000.0,Right,1,2,1,Normal,958000.0,19.0,18.8,21.2,38.4,38.2,20.83,14.0
11050,J. Żubrowski,Jakub Żubrowski,03/21/92,26,154.94,73.0,30.41,CDM,CDM,Poland,66,71,725000.0,2000.0,Right,1,2,2,Normal,1000000.0,59.75,49.0,60.0,63.2,67.4,60.83,63.67
11051,I. Khalili,Imad Khalili,04/03/87,31,182.88,74.8,22.37,"RM,CAM",RM,Palestine,66,66,575000.0,2000.0,Left,1,3,3,Normal,719000.0,64.0,62.4,64.6,69.0,67.6,60.83,44.0
11052,A. Diawusie,Agyemang Diawusie,02/12/98,21,154.94,76.2,31.74,"RM,LM",RM,Germany,66,77,1100000.0,6000.0,Right,1,3,3,Normal,0.0,43.0,58.0,46.4,78.8,63.6,47.83,21.67
11053,T. Hasegawa,長谷川 龍也,03/07/94,25,165.1,58.1,21.31,"CAM,LM,ST",CAM,Japan,66,71,850000.0,3000.0,Right,1,4,3,Lean,1200000.0,57.0,53.2,61.2,85.6,63.2,50.17,29.67
11054,F. Concas,Fabio Concas,11/17/86,32,152.4,62.1,26.74,"RM,CF",RM,Italy,66,66,575000.0,1000.0,Right,1,3,3,Lean,891000.0,58.75,56.8,60.8,80.4,67.2,57.17,41.67
11055,O. Halvorsen,Ole Jørgen Halvorsen,10/02/87,31,152.4,74.8,32.21,RM,RM,Norway,66,66,600000.0,2000.0,Right,1,3,3,Normal,750000.0,61.25,56.2,60.6,68.4,64.4,62.33,55.0
11056,Isidoro,José Isidoro Gómez Torres,08/01/86,32,154.94,71.2,29.66,"RB,LB",RB,Spain,66,66,425000.0,1000.0,Right,1,3,2,Normal,531000.0,58.75,47.0,53.8,68.4,66.6,56.17,66.67
11057,C. Guerra,Cristian Edward Guerra Torres,08/09/94,24,182.88,83.0,24.82,GK,GK,Chile,66,71,625000.0,1000.0,Right,1,2,1,Stocky,891000.0,22.0,21.6,19.2,47.6,34.6,28.67,20.33
11058,A. Le Tallec,Anthony Le Tallec,10/03/84,34,182.88,73.0,21.83,ST,ST,France,66,66,400000.0,2000.0,Right,2,3,2,Lean,700000.0,65.25,65.8,66.0,55.8,64.4,55.5,33.0
11059,T. Mohr,Tobias Mohr,08/24/95,23,182.88,78.0,23.32,"LM,LB",LM,Germany,66,72,875000.0,3000.0,Left,1,3,3,Lean,1500000.0,54.75,59.6,57.2,72.0,61.4,51.67,59.0
11060,R. Nagaki,永木 亮太,06/04/88,30,172.72,72.1,24.17,"CDM,CM,LM",CDM,Japan,66,66,475000.0,4000.0,Right,1,2,2,Normal,594000.0,64.0,55.6,65.0,61.4,65.6,58.33,64.33
11061,R. Ramírez,Roberto Ramírez,07/07/96,22,187.96,73.0,20.66,GK,GK,Argentina,66,76,800000.0,2000.0,Right,1,2,1,Normal,1400000.0,18.5,18.6,18.8,44.8,36.2,21.17,17.0
11062,Bae Seul Gi,배슬기 裴雪基,06/09/85,33,182.88,78.9,23.59,CB,CB,Korea Republic,66,66,260000.0,2000.0,Right,1,3,2,Normal,325000.0,30.0,33.8,36.4,54.8,53.6,49.83,64.33
11063,J. Rossiter,Jordan Rossiter,03/24/97,21,152.4,64.0,27.56,CDM,CDM,England,66,78,1000000.0,9000.0,Right,1,3,2,Lean,0.0,50.5,49.2,54.4,64.8,62.4,59.5,65.33
11064,P. Carlgren,Patrik Ulf Anders Carlgren,01/08/92,27,187.96,83.9,23.75,GK,GK,Sweden,66,70,575000.0,3000.0,Right,1,2,1,Normal,762000.0,15.0,15.2,15.4,46.0,38.4,29.33,15.0
11065,Jony Ñíguez,Jonathan Ñíguez Esclápez,04/02/85,33,175.26,72.1,23.47,"CDM,CM",CDM,Spain,66,66,260000.0,2000.0,Right,1,2,2,Normal,403000.0,51.25,49.6,55.0,67.0,70.8,62.33,63.33
11066,N. Vidrio,Néstor Vicente Vidrio Serrano,03/22/89,29,182.88,78.0,23.32,CB,CB,Mexico,66,67,575000.0,3000.0,Right,1,3,2,Lean,1000000.0,53.75,54.0,55.4,60.4,67.6,55.83,64.0
11067,T. Bergmann,Theodor Bergmann,11/08/96,22,154.94,74.8,31.16,"CDM,CAM",CDM,Germany,66,75,875000.0,1000.0,Right,1,3,3,Lean,1400000.0,66.0,56.2,66.2,66.2,71.8,59.33,58.33
11068,J. Walsh,Joe Walsh,05/13/92,26,154.94,69.9,29.12,CB,CB,Wales,66,71,725000.0,5000.0,Left,1,3,2,Normal,1300000.0,46.0,53.0,45.6,64.4,60.4,50.83,64.33
11069,N. Mohammed,Nasiru Mohammed,06/06/94,24,172.72,69.9,23.43,RW,RW,Ghana,66,72,875000.0,2000.0,Right,1,3,3,Lean,1300000.0,55.25,52.8,56.6,78.8,57.6,44.17,22.33
11070,M. Marshall,Mark Marshall,05/05/87,31,170.18,68.9,23.79,"RM,LM",RM,Jamaica,66,66,575000.0,4000.0,Left,1,5,3,Normal,1000000.0,58.75,48.2,62.4,82.8,65.8,51.5,43.67
11071,F. Ananou,Kangni Frederic Ananou,09/20/97,21,182.88,78.0,23.32,"RB,CB",RB,Germany,66,76,900000.0,5000.0,Right,1,2,2,Normal,1600000.0,42.75,50.4,42.0,68.0,61.2,52.83,65.33
11072,D. Mahmudov,Denis Mahmudov,11/06/89,29,170.18,62.1,21.44,"LM,RM",LM,FYR Macedonia,66,66,650000.0,3000.0,Right,1,4,3,Normal,943000.0,59.75,63.2,62.0,71.6,57.0,54.67,24.67
11073,Lim Jong Eun,임종은 林宗垠,06/18/90,28,193.04,88.0,23.62,CB,CB,Korea Republic,66,67,575000.0,3000.0,Right,1,3,2,Normal,791000.0,42.5,48.8,49.2,50.0,51.0,52.17,64.0
11074,M. Torres,Luis Marcelo Torres,11/06/97,21,154.94,69.9,29.12,ST,ST,Argentina,66,76,1100000.0,5000.0,Right,1,3,3,Stocky,0.0,51.25,58.0,53.2,71.8,62.8,54.83,27.33
11075,S. Yamamoto,山本 脩斗,06/01/85,33,154.94,68.9,28.7,LB,LB,Japan,66,66,250000.0,4000.0,Right,1,5,3,Lean,313000.0,58.5,57.6,57.8,62.2,59.6,59.5,63.67
11076,M. Rivero,Martín Rodrigo Rivero,11/13/89,29,175.26,72.1,23.47,CDM,CDM,Argentina,66,66,525000.0,4000.0,Right,1,4,3,Normal,0.0,66.75,60.0,70.2,73.2,67.8,65.83,62.67
11077,Lim Sang Hyub,임상협 廉桑,07/08/88,30,154.94,73.0,30.41,"LW,RW",LW,Korea Republic,66,66,625000.0,3000.0,Left,1,3,3,Normal,781000.0,61.25,64.4,60.0,70.6,66.2,58.17,36.0
11078,D. Templeton,David Templeton,01/07/89,30,175.26,63.0,20.51,"LM,CM,ST",LM,Scotland,66,66,625000.0,4000.0,Right,1,4,4,Normal,1100000.0,57.5,58.6,60.2,73.2,61.4,58.17,43.33
11079,K. Shimizu,清水 航平,04/30/89,29,170.18,67.1,23.17,LM,LM,Japan,66,66,625000.0,2000.0,Right,1,4,2,Normal,0.0,56.25,56.2,61.4,76.0,66.4,54.33,50.33
11080,M. Woods,Martin Woods,01/01/86,33,154.94,78.0,32.49,"CM,CDM",CM,Scotland,66,66,475000.0,3000.0,Left,1,4,3,Normal,831000.0,57.0,59.6,63.6,73.4,70.4,59.17,53.0
11081,Q. Moll,Quirin Moll,01/21/91,28,182.88,77.1,23.05,"CDM,CM",CDM,Germany,66,67,600000.0,2000.0,Right,1,4,2,Normal,915000.0,52.25,53.2,55.2,60.4,66.0,58.5,63.0
11082,N. Hasler,Nicolas Hasler,04/05/91,27,175.26,78.0,25.39,"RM,RWB,RB",RM,Liechtenstein,66,66,675000.0,3000.0,Right,1,3,3,Normal,1000000.0,60.5,56.4,59.4,69.6,65.2,61.0,62.67
11083,M. Bennett,Mason Bennett,07/15/96,22,152.4,64.0,27.56,"ST,RW",ST,England,66,77,1100000.0,10000.0,Right,1,3,3,Stocky,2400000.0,56.75,58.6,60.2,73.0,68.2,59.5,33.0
11084,M. Sema,Maic Sema,12/02/88,30,172.72,68.0,22.79,CF,CF,Sweden,66,66,650000.0,2000.0,Right,1,4,3,Lean,813000.0,57.5,59.6,59.4,76.8,63.8,54.83,37.67
11085,J. Zavala,Jesús Eduardo Zavala Castañeda,07/21/87,31,190.5,87.1,24.0,"CDM,CM",CDM,Mexico,66,66,475000.0,3000.0,Right,1,3,2,Lean,808000.0,55.5,56.6,56.4,58.4,65.8,62.67,64.33
11086,A. Lienhart,Andreas Lienhart,01/28/86,33,182.88,78.0,23.32,"RB,RM,RWB",RB,Austria,66,66,350000.0,4000.0,Right,1,3,3,Lean,508000.0,58.5,56.8,62.6,58.6,66.4,60.0,64.33
11087,N. Saint-Ruf,Nicolas Saint-Ruf,10/24/92,26,187.96,84.8,24.0,CB,CB,France,66,70,700000.0,2000.0,Right,1,2,2,Normal,1300000.0,44.75,43.4,45.2,63.8,56.6,46.5,64.0
11088,F. Sakala,Fashion Sakala,03/14/97,21,152.4,72.1,31.04,"ST,CF,LW",ST,Zambia,66,75,1000000.0,4000.0,Right,1,2,3,Normal,1700000.0,53.75,60.2,51.4,76.6,70.8,54.0,22.33
11089,Lee Yeong Jae,이영재 李荣载,09/13/94,24,175.26,59.9,19.5,CM,CM,Korea Republic,66,73,900000.0,2000.0,Left,1,3,2,Normal,1300000.0,53.5,51.0,62.2,71.2,62.4,60.83,53.0
11090,R. Gaddis,Raymon Gaddis,01/13/90,29,175.26,68.0,22.14,"LB,RB",LB,United States,66,66,500000.0,3000.0,Right,1,4,2,Lean,750000.0,49.0,45.2,50.6,74.6,48.8,51.33,65.0
11091,Leandro,Weverson Leandro Oliveira Moura,05/12/93,25,152.4,76.2,32.81,"LM,RM,CAM,ST",LM,Brazil,66,68,775000.0,4000.0,Right,1,4,2,Normal,1000000.0,61.5,63.8,57.4,71.8,66.6,58.17,26.0
11092,Luis Marleiro,Luis Erick Marleiro Neves,02/29/92,27,152.4,77.1,33.2,ST,ST,Brazil,66,66,700000.0,5000.0,Left,1,2,2,Stocky,1300000.0,49.25,60.8,55.4,71.8,74.8,54.83,35.0
11093,Judson,Judson Silva Tavares,05/25/93,25,170.18,64.9,22.41,CDM,CDM,Brazil,66,70,700000.0,2000.0,Right,1,2,2,Lean,1100000.0,50.75,49.8,50.8,73.0,61.4,56.0,68.67
11094,T. Skarke,Tim Skarke,09/07/96,22,152.4,71.2,30.66,"RM,LM",RM,Germany,66,74,950000.0,3000.0,Right,1,3,2,Lean,1700000.0,57.0,56.8,58.6,73.6,60.2,47.83,21.0
11095,I. Ssewankambo,Isak Ssewankambo,02/27/96,23,152.4,79.8,34.36,"RB,CM",RB,Sweden,66,73,750000.0,2000.0,Right,1,3,2,Normal,1100000.0,51.75,49.2,52.8,76.2,61.0,57.17,61.67
11096,P. Frick,Per Frick,04/14/92,26,182.88,81.2,24.28,ST,ST,Sweden,66,67,775000.0,2000.0,Right,1,2,2,Stocky,1000000.0,54.0,59.6,51.8,70.2,72.0,62.83,31.67
11097,M. Fox,Morgan Fox,09/21/93,25,185.42,78.0,22.69,"LB,LWB",LB,Wales,66,69,675000.0,6000.0,Left,1,2,2,Lean,1300000.0,54.0,51.0,53.2,63.8,63.8,51.83,65.33
11098,D. Starkl,Dominik Starkl,11/06/93,25,175.26,69.9,22.76,"LM,ST,RM",LM,Austria,66,69,825000.0,4000.0,Right,1,4,2,Normal,1300000.0,57.75,61.0,55.0,75.6,64.0,52.83,30.67
11099,T. Beltran,Anthony Beltran,10/11/87,31,172.72,68.0,22.79,RB,RB,United States,66,66,475000.0,2000.0,Right,1,3,2,Normal,713000.0,55.75,58.4,56.8,68.6,59.8,59.0,65.33
11100,N. Hansen,Niko Hansen,09/30/94,24,152.4,77.1,33.2,"RM,LM",RM,Denmark,66,71,850000.0,2000.0,Right,1,3,3,Normal,1300000.0,56.75,58.8,60.0,74.6,66.6,56.5,36.33
11101,J. Grot,Jay-Roy Grot,03/13/98,20,193.04,98.0,26.3,"ST,LW,RW",ST,Netherlands,66,75,1000000.0,10000.0,Right,1,3,3,Stocky,0.0,47.0,56.6,50.6,58.8,74.6,53.67,33.67
11102,G. Alcalá,Gil Esaul Alcalá Barba,07/29/92,26,152.4,73.9,31.82,GK,GK,Mexico,66,71,625000.0,2000.0,Right,1,2,1,Normal,1100000.0,18.5,18.6,16.8,60.0,42.4,23.83,17.0
11103,F. Bonazzoli,Federico Bonazzoli,05/21/97,21,182.88,77.1,23.05,ST,ST,Italy,66,74,975000.0,8000.0,Left,1,3,3,Normal,0.0,50.75,59.8,55.6,64.8,62.8,50.67,24.0
11104,Jin Jingdao,金敬道,01/18/92,27,170.18,66.2,22.86,"RM,LM",RM,China PR,66,66,700000.0,6000.0,Right,1,3,3,Normal,1500000.0,57.5,60.8,60.8,75.4,63.6,63.17,67.0
11105,A. Akinfenwa,Adebayo Akinfenwa,05/10/82,36,152.4,110.2,47.45,ST,ST,England,66,66,230000.0,2000.0,Right,1,3,2,Normal,403000.0,51.25,59.2,52.6,50.8,68.6,58.33,30.33
11106,L. Paz,Luis Alejandro Paz Mulato,09/08/88,30,175.26,69.9,22.76,CDM,CDM,Colombia,66,66,500000.0,1000.0,Right,1,3,2,Normal,675000.0,58.25,52.6,59.6,68.0,62.4,59.0,63.67
11107,C. Morris,Carlton Morris,12/16/95,23,185.42,84.8,24.67,"ST,RW",ST,England,66,74,950000.0,8000.0,Right,1,3,2,Stocky,2000000.0,47.25,53.6,49.8,65.4,68.2,56.5,25.67
11108,P. Bouby,Pierre Bouby,10/17/83,35,182.88,78.0,23.32,"CB,CDM",CB,France,66,66,200000.0,2000.0,Left,1,3,2,Normal,350000.0,66.5,55.6,65.4,57.0,68.2,60.83,64.0
11109,E. Ćivić,Eldar Ćivić,05/28/96,22,182.88,76.2,22.78,"LB,LM",LB,Bosnia Herzegovina,66,73,750000.0,1000.0,Left,1,3,3,Normal,1800000.0,54.75,54.6,58.6,71.4,62.6,58.67,58.0
11110,V. Retamal,Víctor Retamal,03/06/98,21,170.18,62.1,21.44,RB,RB,Chile,66,74,825000.0,1000.0,Right,1,2,3,Lean,1300000.0,56.5,53.0,56.2,69.8,53.2,54.0,63.0
11111,D. Raum,David Raum,04/22/98,20,154.94,74.8,31.16,LM,LM,Germany,66,77,1100000.0,2000.0,Left,1,3,3,Normal,1900000.0,58.0,55.2,57.8,73.4,61.8,48.67,35.67
11112,M. Doyle,Michael Doyle,07/08/81,37,152.4,71.2,30.66,"CDM,CM",CDM,Republic of Ireland,66,66,90000.0,4000.0,Left,1,3,2,Normal,158000.0,55.75,55.8,53.6,54.8,71.2,63.33,65.0
11113,M. Macey,Matt Macey,09/09/94,24,198.12,81.2,20.69,GK,GK,England,66,74,700000.0,14000.0,Right,1,2,1,Lean,0.0,20.0,18.6,18.4,41.4,37.6,27.0,12.0
11114,F. Nimani,Frédéric Koutou Nimani N'Galou,10/08/88,30,190.5,87.1,24.0,"ST,CF,LW",ST,France,66,66,650000.0,3000.0,Left,1,3,2,Lean,943000.0,54.25,63.4,53.6,59.8,66.4,52.33,27.67
11115,T. Walker,Tyler Walker,10/17/96,22,152.4,63.0,27.13,ST,ST,England,66,76,1100000.0,11000.0,Right,1,4,3,Lean,0.0,56.25,59.6,54.4,77.4,65.2,52.67,27.33
11116,C. Washington,Conor Washington,05/18/92,26,152.4,84.8,36.51,ST,ST,Northern Ireland,66,69,825000.0,5000.0,Right,1,3,2,Stocky,1600000.0,50.75,55.4,48.8,71.0,67.6,55.83,33.67
11117,Héctor,Héctor Hernández Marrero,09/14/95,23,154.94,73.0,30.41,"ST,LM",ST,Spain,66,73,925000.0,12000.0,Right,1,3,3,Normal,0.0,54.25,56.4,56.0,69.4,61.6,50.17,25.67
11118,R. Grange,Romain Grange,07/21/88,30,152.4,73.9,31.82,"RW,RM",RW,France,66,66,625000.0,5000.0,Right,1,4,3,Normal,0.0,68.25,57.8,68.4,72.2,69.8,58.83,26.33
11119,A. Hainault,André Hainault,06/17/86,32,182.88,79.8,23.86,CB,CB,Canada,66,66,375000.0,2000.0,Right,1,5,2,Normal,544000.0,53.75,50.8,47.8,53.0,64.6,60.83,64.0
11120,Yin Hongbo,尹鸿博,10/30/89,29,154.94,74.8,31.16,"RM,LM,CAM,CM",RM,China PR,66,66,650000.0,5000.0,Left,1,3,3,Lean,1400000.0,59.25,58.0,64.4,66.8,62.4,57.0,52.67
11121,S. MacLean,Steven MacLean,08/23/82,36,154.94,78.9,32.87,"ST,CF",ST,Scotland,66,66,300000.0,2000.0,Right,1,3,2,Lean,525000.0,58.25,59.8,58.8,63.0,71.4,61.17,29.33
11122,S. Diop,Sofiane Diop,06/09/00,18,165.1,54.9,20.14,"LM,CM,CAM",LM,France,66,87,1500000.0,8000.0,Right,1,3,4,Lean,4200000.0,60.25,55.0,62.0,76.2,49.8,54.33,29.67
11123,V. Mykolenko,Vitaliy Mykolenko,05/29/99,19,154.94,71.2,29.66,"LB,CB",LB,Ukraine,66,81,1200000.0,1000.0,Left,1,2,2,Lean,3400000.0,48.25,50.8,46.0,66.6,50.6,47.5,64.0
11124,Hu Rentian,胡人天,01/21/91,28,175.26,68.0,22.14,RM,RM,China PR,66,66,675000.0,5000.0,Right,1,3,3,Lean,1500000.0,56.25,59.4,59.2,75.0,65.8,57.5,42.67
11125,M. Galmarini,Martín Galmarini,02/28/82,37,154.94,77.1,32.12,"RB,RM",RB,Argentina,66,66,70000.0,3000.0,Right,1,3,3,Normal,105000.0,64.75,61.4,65.2,63.0,67.6,66.67,66.67
11126,F. Castillo,Fabio Enrique Castillo Choco,03/18/90,28,175.26,69.9,22.76,"LB,RM",LB,Colombia,66,66,500000.0,1000.0,Left,1,3,2,Normal,675000.0,48.0,49.6,47.2,67.8,56.2,52.67,63.67
11127,A. Sané,Abdoulaye Sané,10/15/92,26,182.88,73.0,21.83,ST,ST,Senegal,66,69,825000.0,3000.0,Right,1,2,2,Normal,1500000.0,55.75,60.8,55.8,65.8,63.4,48.0,21.67
11128,I. Lanni,Ivan Lanni,06/30/90,28,185.42,76.2,22.16,GK,GK,Italy,66,67,525000.0,1000.0,Right,1,2,1,Normal,853000.0,20.5,20.6,18.6,52.0,39.0,27.17,18.33
11129,J. O'Shea,John  O'Shea,04/30/81,37,190.5,83.9,23.12,CB,CB,Republic of Ireland,66,66,90000.0,6000.0,Right,2,3,2,Normal,171000.0,51.75,48.2,48.8,44.8,46.0,55.33,66.67
11130,O. Kanté,Ousmane Kanté,09/21/89,29,185.42,83.0,24.14,CB,CB,France,66,67,575000.0,3000.0,Right,1,3,2,Normal,1000000.0,43.0,44.8,42.6,52.4,56.4,51.67,64.33
11131,R. Bushiri,Rocky Bushiri,11/30/99,19,187.96,91.2,25.81,CB,CB,Belgium,66,80,1200000.0,2000.0,Right,1,3,2,Stocky,0.0,30.0,36.0,35.0,56.6,58.2,45.67,63.0
11132,J. Moreno,José Luis Moreno,10/22/96,22,187.96,78.0,22.08,CB,CB,Colombia,66,77,975000.0,1000.0,Left,1,3,2,Lean,1500000.0,31.0,40.6,33.8,52.4,50.2,45.67,64.0
11133,S. Svendsen,Sander Svendsen,08/06/97,21,172.72,67.1,22.49,"ST,LM",ST,Norway,66,75,1000000.0,2000.0,Right,1,4,3,Normal,1500000.0,59.25,62.6,61.0,77.2,70.0,56.0,34.67
11134,J. Allen,Jamie Allen,01/29/95,24,154.94,72.1,30.03,"CM,CDM",CM,England,66,72,875000.0,3000.0,Right,1,3,2,Normal,1700000.0,55.25,55.0,56.0,70.4,61.8,60.5,64.0
11135,H. Kadish,Hassan Kadish,09/26/92,26,152.4,73.0,31.43,LB,LB,Saudi Arabia,66,67,625000.0,9000.0,Left,1,3,2,Normal,1100000.0,53.0,48.6,56.2,68.8,69.6,53.83,63.67
11136,J. Zelený,Jaroslav Zelený,08/20/92,26,190.5,81.2,22.38,"LB,LWB,LM",LB,Czech Republic,66,69,675000.0,1000.0,Left,1,3,2,Lean,1500000.0,51.75,54.6,51.6,64.2,59.6,51.33,64.67
11137,A. Matějů,Aleš Matějů,06/03/96,22,182.88,78.9,23.59,"RB,LB",RB,Czech Republic,66,72,750000.0,10000.0,Right,1,3,3,Normal,0.0,56.5,48.2,60.0,69.4,63.4,59.33,65.0
11138,G. Aburjania,Giorgi Aburjania,01/02/95,24,185.42,78.9,22.95,"CAM,CDM,CM",CAM,Georgia,66,73,900000.0,4000.0,Right,1,5,3,Lean,0.0,58.75,56.4,64.2,62.6,63.8,64.17,59.67
11139,D. Phillips,Dillon Phillips,06/11/95,23,187.96,76.2,21.57,GK,GK,England,66,75,750000.0,3000.0,Right,1,3,1,Normal,1500000.0,20.75,19.4,21.0,45.8,37.2,21.67,20.0
11140,J. Jacobson,Joe Jacobson,11/17/86,32,154.94,78.9,32.87,LB,LB,Wales,66,66,425000.0,3000.0,Left,1,3,2,Normal,744000.0,62.5,55.0,62.4,67.6,71.0,58.83,62.0
11141,J. Maja,Josh Maja,12/27/98,20,154.94,67.1,27.95,ST,ST,England,66,83,1400000.0,6000.0,Right,1,3,2,Lean,3700000.0,55.25,57.6,54.2,67.8,61.8,47.0,26.0
11142,E. Vandenabeele,Éric Vandenabeele,12/16/91,27,182.88,77.1,23.05,CB,CB,France,66,69,675000.0,2000.0,Right,1,2,2,Normal,1200000.0,39.25,44.2,37.8,56.4,58.6,47.5,63.67
11143,G. Gómez,Gastón Gómez,03/04/96,23,190.5,98.9,27.25,GK,GK,Argentina,66,75,750000.0,4000.0,Right,1,2,1,Stocky,1200000.0,16.0,12.2,14.2,35.6,37.4,25.0,10.33
11144,F. Stokkers,Finn Stokkers,04/18/96,22,185.42,78.9,22.95,ST,ST,Netherlands,66,71,875000.0,3000.0,Right,1,3,2,Normal,1300000.0,43.0,55.4,48.4,68.2,68.8,47.33,23.67
11145,G. Kastaneer,Gervane Kastaneer,06/09/96,22,185.42,84.8,24.67,"LM,ST",LM,Curacao,66,72,875000.0,3000.0,Right,1,3,3,Stocky,1400000.0,49.25,58.2,51.8,75.0,72.8,50.67,29.0
11146,E. Bakker,Erik Bakker,03/21/90,28,152.4,77.1,33.2,"CM,CDM",CM,Netherlands,66,66,650000.0,3000.0,Right,1,3,3,Normal,943000.0,67.0,57.8,63.8,66.2,65.8,63.83,52.33
11147,C. Schwegler,Christian Schwegler,06/06/84,34,175.26,73.9,24.06,"RB,LB",RB,Switzerland,66,66,180000.0,4000.0,Right,1,3,2,Normal,261000.0,49.25,44.2,56.0,69.0,69.0,59.33,65.67
11148,M. Pellegrini,Matías Pellegrini,03/11/00,18,175.26,71.2,23.18,"LM,RM",LM,Argentina,66,83,1300000.0,2000.0,Left,1,3,3,Normal,2800000.0,56.0,55.8,62.0,72.0,53.8,53.67,50.0
11149,C. Schoppenhauer,Clemens Schoppenhauer,02/23/92,27,185.42,77.1,22.43,CB,CB,Germany,66,68,650000.0,1000.0,Right,1,2,2,Lean,991000.0,31.0,34.4,34.0,54.2,52.0,48.5,67.0
11150,T. Spurr,Tommy Spurr,09/30/87,31,185.42,72.1,20.97,"LB,CB",LB,England,66,66,475000.0,4000.0,Left,1,3,2,Normal,903000.0,48.0,59.8,47.2,64.6,65.2,54.17,66.67
11151,J. Duma,Juan Ignacio Duma,12/08/93,25,175.26,73.9,24.06,"RW,LW",RW,Argentina,66,68,800000.0,1000.0,Right,1,4,3,Lean,1100000.0,60.0,58.4,56.4,71.8,64.2,48.17,19.67
11152,J. Cousins,Jordan Cousins,03/06/94,25,152.4,72.1,31.04,"CDM,CM,RM",CDM,England,66,68,675000.0,3000.0,Right,1,3,3,Lean,1300000.0,48.0,53.4,50.2,74.4,71.2,59.5,60.33
11153,B. Badiashile,Benoît Badiashile Mukinayi,03/26/01,17,193.04,77.1,20.69,CB,CB,France,66,86,1100000.0,6000.0,Left,1,3,2,Lean,3300000.0,39.0,44.4,39.4,51.8,57.8,49.33,63.33
11154,Pardo,José Antonio Pardo Lucas,04/21/88,30,187.96,78.0,22.08,"CB,CDM",CB,Spain,66,66,475000.0,2000.0,Right,1,3,2,Normal,736000.0,40.75,38.2,48.8,54.6,62.8,55.5,64.0
11155,D. Arreola,Daniel Arreola Argüello,10/08/85,33,154.94,73.9,30.78,"CB,LB",CB,Mexico,66,66,375000.0,3000.0,Left,1,3,3,Lean,638000.0,64.25,64.8,66.8,65.8,69.6,61.33,64.67
11156,Pipa,Gonzalo Ávila Gordón,01/26/98,21,175.26,68.0,22.14,"RM,RB",RM,Spain,66,74,950000.0,6000.0,Right,1,3,3,Normal,0.0,55.5,57.4,62.4,68.8,61.6,55.33,63.33
11157,Olabe,Roberto Olabe Del Arco,05/05/96,22,152.4,69.9,30.1,"CM,RM,LM",CM,Spain,66,77,1100000.0,11000.0,Left,1,3,3,Normal,0.0,55.25,54.6,60.2,62.8,56.6,54.17,48.67
